Individu,Pop,Quadrat,Plante,year,Age,Size0Mars,Size1Mars,Size0Juin,Size1Juin,Survie,Flowering,Capitule
804,Au,4,92,2002,1,3,3.5,2.5,5.5,1,0,0
804,Au,4,92,2003,2,3.5,4,5.5,5.5,1,0,0
804,Au,4,92,2004,3,4,4,5.5,8,1,0,0
804,Au,4,92,2005,4,4,9.5,8,7.5,1,0,0
804,Au,4,92,2006,5,9.5,8,7.5,12,1,0,0
804,Au,4,92,2007,6,8,10,12,14,1,0,0
804,Au,4,92,2008,7,10,10,14,10,1,0,0
804,Au,4,92,2009,8,10,5,10,5,1,0,0
804,Au,4,92,2010,9,5,0,5,0,0,0,0
805,Au,4,96,2002,1,1,8,5.5,10.5,1,0,0
805,Au,4,96,2003,2,8,7,10.5,0.5,1,0,0
805,Au,4,96,2004,3,7,0,0.5,0,0,0,0
806,Au,4,97,2002,1,0.5,0,3,0,0,0,0
807,Au,4,98,2002,1,0.5,0,1,0,0,0,0
808,Au,4,99,2002,1,0.5,0,1,0,0,0,0
809,Au,4,100,2002,1,0.5,0,0.5,0,0,0,0
810,Au,4,105,2002,1,NA,5.5,0.5,7.5,1,0,0
810,Au,4,105,2003,2,5.5,0,7.5,0,0,0,0
811,Au,4,106,2002,1,NA,15,1.5,13.5,1,0,0
811,Au,4,106,2003,2,15,17,13.5,17.5,1,0,0
811,Au,4,106,2004,3,17,15,17.5,18,1,0,0
811,Au,4,106,2005,4,15,15,18,17,1,0,0
811,Au,4,106,2006,5,15,0,17,0,0,0,0
812,Au,4,108,2004,1,2.5,3,2,4.5,1,0,0
812,Au,4,108,2005,2,3,4,4.5,3,1,0,0
812,Au,4,108,2006,3,4,8.5,3,8,1,0,0
812,Au,4,108,2007,4,8.5,7,8,7,1,0,0
812,Au,4,108,2008,5,7,6,7,10,1,0,0
812,Au,4,108,2009,6,6,8,10,9,1,0,0
812,Au,4,108,2010,7,8,6,9,17,1,0,0
812,Au,4,108,2011,8,6,0,17,0,0,1,NA
813,Au,4,111,2007,1,1,0,1,0,0,0,0
814,Au,4,118,2007,1,1,1,1,1,1,0,0
814,Au,4,118,2008,2,1,0,1,0,0,0,0
815,Au,4,121,2008,1,0.5,0,0.5,0,0,0,0
816,Au,4,122,2008,1,2,0,2,0,0,0,0
817,Au,4,123,2008,1,1,0,0.5,0,0,0,0
818,Au,4,124,2008,1,1,0,1,0,0,0,0
819,Au,4,125,2008,1,1,0,1,0,0,0,0
820,Au,4,128,2009,1,0.5,0,2,0,0,0,0
821,Au,4,129,2009,1,0.5,0,2,0,0,0,0
822,Au,4,130,2009,1,0.5,0,2,0,0,0,0
823,Au,4,131,2009,1,0.5,0,2,0,0,0,0
824,Au,4,132,2009,1,0.5,0,2,0,0,0,0
825,Au,4,133,2009,1,0.5,0,2,0,0,0,0
826,Au,4,134,2009,1,0.5,0,2,0,0,0,0
827,Au,4,135,2009,1,0.5,0,2,0,0,0,0
828,Au,4,136,2009,1,0.5,0,2,0,0,0,0
829,Au,4,137,2009,1,0.5,0,2,0,0,0,0
830,Au,4,141,2011,1,NA,0,2.5,0,0,0,0
831,Au,4,142,2011,1,NA,0,1.5,0,0,0,0
832,Au,4,143,2014,1,0.5,3,3.5,3,1,0,0
832,Au,4,143,2015,2,3,3.5,3,4,1,0,0
832,Au,4,143,2016,3,3.5,6,4,9.5,1,0,0
832,Au,4,143,2017,4,6,8,9.5,11,1,0,0
832,Au,4,143,2018,5,8,9,11,12.5,1,0,0
832,Au,4,143,2019,6,9,11,12.5,16.5,1,0,0
832,Au,4,143,2020,7,11,12,16.5,13.5,1,0,0
832,Au,4,143,2021,8,12,8,13.5,7,1,0,0
832,Au,4,143,2022,9,8,NA,7,NA,NA,0,0
833,Au,4,145,2017,1,NA,0,1,0,0,0,0
834,Au,4,146,2017,1,NA,6.5,3,10,1,0,0
834,Au,4,146,2018,2,6.5,8.5,10,11,1,0,0
834,Au,4,146,2019,3,8.5,11,11,15,1,0,0
834,Au,4,146,2020,4,11,13,15,14.5,1,0,0
834,Au,4,146,2021,5,13,11,14.5,10,1,0,0
834,Au,4,146,2022,6,11,NA,10,NA,NA,1,4
835,Au,5,1,1994,NA,NA,0,3,0,0,0,0
836,Au,5,2,1994,NA,NA,0,9,0,0,1,9
837,Au,5,3,1994,NA,NA,4.5,5.5,6,1,0,0
837,Au,5,3,1995,NA,4.5,5.5,6,10.5,1,0,0
837,Au,5,3,1996,NA,5.5,4.5,10.5,6,1,0,0
837,Au,5,3,1997,NA,4.5,0,6,0,0,1,NA
838,Au,5,4,1994,NA,NA,4,7.5,5.5,1,0,0
838,Au,5,4,1995,NA,4,5,5.5,7,1,0,0
838,Au,5,4,1996,NA,5,0,7,0,0,1,26
839,Au,5,5,1994,NA,NA,4.5,6,7,1,0,0
839,Au,5,5,1995,NA,4.5,0,7,0,0,0,0
840,Au,5,6,1994,NA,NA,3,6,5,1,0,0
840,Au,5,6,1995,NA,3,4.5,5,8.5,1,0,0
840,Au,5,6,1996,NA,4.5,6.5,8.5,8,1,0,0
840,Au,5,6,1997,NA,6.5,0,8,0,0,1,NA
841,Au,5,7,1994,NA,NA,0,3.5,0,0,0,0
842,Au,5,8,1994,NA,NA,10,9,8.5,1,0,0
842,Au,5,8,1995,NA,10,0,8.5,0,0,1,15
843,Au,5,9,1994,NA,NA,4.5,3.5,5,1,0,0
843,Au,5,9,1995,NA,4.5,4,5,7.5,1,0,0
843,Au,5,9,1996,NA,4,6.5,7.5,9.5,1,0,0
843,Au,5,9,1997,NA,6.5,9,9.5,11.5,1,0,0
843,Au,5,9,1998,NA,9,10,11.5,11,1,0,0
843,Au,5,9,1999,NA,10,0,11,0,0,1,66
844,Au,5,10,1994,NA,NA,3,2.5,3,1,0,0
844,Au,5,10,1995,NA,3,3.5,3,3,1,0,0
844,Au,5,10,1996,NA,3.5,0,3,0,0,0,0
845,Au,5,11,1994,NA,NA,0,3,0,0,0,0
846,Au,5,12,1994,NA,NA,0,1,0,0,0,0
847,Au,5,13,1994,NA,NA,3.5,3,4,1,0,0
847,Au,5,13,1995,NA,3.5,0,4,0,0,0,0
848,Au,5,14,1994,NA,NA,8,4,8.5,1,0,0
848,Au,5,14,1995,NA,8,9.5,8.5,11.5,1,0,0
848,Au,5,14,1996,NA,9.5,0,11.5,0,0,1,21
849,Au,5,15,1994,NA,NA,0,0.5,0,0,0,0
850,Au,5,16,1994,NA,NA,0,6,0,0,0,0
851,Au,5,17,1994,NA,NA,5.5,5.5,5.5,1,0,0
851,Au,5,17,1995,NA,5.5,6,5.5,10,1,0,0
851,Au,5,17,1996,NA,6,6.5,10,9.5,1,0,0
851,Au,5,17,1997,NA,6.5,0,9.5,0,0,0,0
852,Au,5,18,1994,NA,NA,6.5,5.5,6.5,1,0,0
852,Au,5,18,1995,NA,6.5,7,6.5,11.5,1,0,0
852,Au,5,18,1996,NA,7,10.5,11.5,10,1,0,0
852,Au,5,18,1997,NA,10.5,0,10,0,0,1,NA
853,Au,5,19,1994,NA,NA,8,7.5,8.5,1,0,0
853,Au,5,19,1995,NA,8,7.5,8.5,8.5,1,0,0
853,Au,5,19,1996,NA,7.5,0,8.5,0,0,1,13
854,Au,5,20,1994,NA,NA,5.5,3,6.5,1,0,0
854,Au,5,20,1995,NA,5.5,7.5,6.5,13.5,1,0,0
854,Au,5,20,1996,NA,7.5,11,13.5,15,1,0,0
854,Au,5,20,1997,NA,11,0,15,0,0,1,NA
855,Au,5,21,1994,NA,NA,2.5,1,3,1,0,0
855,Au,5,21,1995,NA,2.5,3.5,3,6.5,1,0,0
855,Au,5,21,1996,NA,3.5,7,6.5,8.5,1,0,0
855,Au,5,21,1997,NA,7,9,8.5,9,1,0,0
855,Au,5,21,1998,NA,9,12,9,21.5,1,0,0
855,Au,5,21,1999,NA,12,24,21.5,15,1,0,0
855,Au,5,21,2000,NA,24,0,15,0,0,1,86
856,Au,5,22,1994,NA,NA,10,4,10.5,1,0,0
856,Au,5,22,1995,NA,10,17.5,10.5,24,1,0,0
856,Au,5,22,1996,NA,17.5,22,24,27.5,1,0,0
856,Au,5,22,1997,NA,22,0,27.5,0,0,1,NA
857,Au,5,23,1994,NA,NA,7,5.5,7.5,1,0,0
857,Au,5,23,1995,NA,7,5.5,7.5,7,1,0,0
857,Au,5,23,1996,NA,5.5,0,7,0,0,1,12
858,Au,5,24,1994,NA,NA,6,5.5,7.5,1,0,0
858,Au,5,24,1995,NA,6,7,7.5,11,1,0,0
858,Au,5,24,1996,NA,7,0,11,0,0,0,0
859,Au,5,25,1994,NA,NA,4,4,5,1,0,0
859,Au,5,25,1995,NA,4,4,5,8.5,1,0,0
859,Au,5,25,1996,NA,4,0,8.5,0,0,0,0
860,Au,5,26,1994,NA,NA,4,3.5,5,1,0,0
860,Au,5,26,1995,NA,4,3.5,5,9,1,0,0
860,Au,5,26,1996,NA,3.5,0,9,0,0,0,0
861,Au,5,27,1994,NA,NA,3.5,4,4.5,1,0,0
861,Au,5,27,1995,NA,3.5,3,4.5,7.5,1,0,0
861,Au,5,27,1996,NA,3,0,7.5,0,0,0,0
862,Au,5,28,1994,NA,NA,5,4.5,5,1,0,0
862,Au,5,28,1995,NA,5,3.5,5,9.5,1,0,0
862,Au,5,28,1996,NA,3.5,0,9.5,0,0,0,0
863,Au,5,29,1994,NA,NA,4,4,6,1,0,0
863,Au,5,29,1995,NA,4,5,6,11.5,1,0,0
863,Au,5,29,1996,NA,5,0,11.5,0,0,0,0
864,Au,5,30,1994,NA,NA,0,1,0,0,0,0
865,Au,5,31,1994,NA,NA,4.5,0.5,5,1,0,0
865,Au,5,31,1995,NA,4.5,5.5,5,13,1,0,0
865,Au,5,31,1996,NA,5.5,9.5,13,9,1,0,0
865,Au,5,31,1997,NA,9.5,9,9,8.5,1,0,0
865,Au,5,31,1998,NA,9,0,8.5,0,0,0,0
866,Au,5,32,1994,NA,NA,1.5,2.5,3.5,1,0,0
866,Au,5,32,1995,NA,1.5,2,3.5,2.5,1,0,0
866,Au,5,32,1996,NA,2,0,2.5,0,0,0,0
867,Au,5,33,1994,NA,NA,0,1,0,0,0,0
868,Au,5,34,1994,NA,NA,1,0.5,1.5,1,0,0
868,Au,5,34,1995,NA,1,2.5,1.5,2.5,1,0,0
868,Au,5,34,1996,NA,2.5,0,2.5,0,0,0,0
869,Au,5,35,1994,NA,NA,0,0.5,0,0,0,0
870,Au,5,36,1994,NA,NA,0,4.5,0,0,0,0
871,Au,5,37,1994,NA,NA,0,4,0,0,0,0
872,Au,5,38,1994,NA,NA,4,3,2,1,0,0
872,Au,5,38,1995,NA,4,3,2,6,1,0,0
872,Au,5,38,1996,NA,3,6,6,7,1,0,0
872,Au,5,38,1997,NA,6,8,7,9,1,0,0
872,Au,5,38,1998,NA,8,9,9,14,1,0,0
872,Au,5,38,1999,NA,9,0,14,0,0,1,27
873,Au,5,39,1994,NA,NA,4.5,4,5.5,1,0,0
873,Au,5,39,1995,NA,4.5,4.5,5.5,10,1,0,0
873,Au,5,39,1996,NA,4.5,8.5,10,10,1,0,0
873,Au,5,39,1997,NA,8.5,12,10,7.5,1,0,0
873,Au,5,39,1998,NA,12,0,7.5,0,0,1,24
874,Au,5,40,1994,NA,NA,0,0.5,0,0,0,0
875,Au,5,41,1994,NA,NA,9,5,8,1,0,0
875,Au,5,41,1995,NA,9,9.5,8,12,1,0,0
875,Au,5,41,1996,NA,9.5,0,12,0,0,1,30
876,Au,5,42,1994,NA,NA,6.5,4,6.5,1,0,0
876,Au,5,42,1995,NA,6.5,6,6.5,11.5,1,0,0
876,Au,5,42,1996,NA,6,12.5,11.5,12,1,0,0
876,Au,5,42,1997,NA,12.5,0,12,0,0,1,NA
877,Au,5,43,1994,NA,NA,3.5,2,4.5,1,0,0
877,Au,5,43,1995,NA,3.5,2,4.5,7.5,1,0,0
877,Au,5,43,1996,NA,2,7,7.5,9,1,0,0
877,Au,5,43,1997,NA,7,9,9,8,1,0,0
877,Au,5,43,1998,NA,9,10,8,11,1,0,0
877,Au,5,43,1999,NA,10,0,11,0,0,1,43
878,Au,5,44,1994,NA,NA,5.5,5,6,1,0,0
878,Au,5,44,1995,NA,5.5,5,6,7.5,1,0,0
878,Au,5,44,1996,NA,5,8.5,7.5,14,1,1,4
878,Au,5,44,1997,NA,8.5,0,14,0,0,1,NA
879,Au,5,45,1994,NA,NA,6,5,8.5,1,0,0
879,Au,5,45,1995,NA,6,5.5,8.5,7,1,0,0
879,Au,5,45,1996,NA,5.5,0,7,0,0,1,13
880,Au,5,46,1994,NA,NA,3,2,3.5,1,0,0
880,Au,5,46,1995,NA,3,3,3.5,5.5,1,0,0
880,Au,5,46,1996,NA,3,4,5.5,6,1,0,0
880,Au,5,46,1997,NA,4,5.5,6,8,1,0,0
880,Au,5,46,1998,NA,5.5,9,8,11.5,1,0,0
880,Au,5,46,1999,NA,9,12,11.5,10,1,0,0
880,Au,5,46,2000,NA,12,0,10,0,0,1,29
881,Au,5,47,1995,1,1,1.5,1.5,4,1,0,0
881,Au,5,47,1996,2,1.5,3.5,4,6.5,1,0,0
881,Au,5,47,1997,3,3.5,7.5,6.5,10.5,1,0,0
881,Au,5,47,1998,4,7.5,11,10.5,11.5,1,0,0
881,Au,5,47,1999,5,11,0,11.5,0,0,1,51
882,Au,5,48,1995,1,1,0,1,0,0,0,0
883,Au,5,50,1995,1,1.5,3,2,5.5,1,0,0
883,Au,5,50,1996,2,3,2.5,5.5,3,1,0,0
883,Au,5,50,1997,3,2.5,0.5,3,1,1,0,0
883,Au,5,50,1998,4,0.5,0,1,0,0,0,0
884,Au,5,51,1995,1,0.5,0,0.5,0,0,0,0
885,Au,5,54,1995,1,0.5,0,0.5,0,0,0,0
886,Au,5,57,1996,1,1.5,0,1,0,0,0,0
887,Au,5,58,1996,1,1,0,1,0,0,0,0
888,Au,5,60,1996,1,1,0,0.5,0,0,0,0
889,Au,5,62,1996,1,1,0,1,0,0,0,0
890,Au,5,64,1997,1,1,2,1,4.5,1,0,0
890,Au,5,64,1998,2,2,5,4.5,9,1,0,0
890,Au,5,64,1999,3,5,11.5,9,17,1,0,0
890,Au,5,64,2000,4,11.5,13,17,7,1,0,0
890,Au,5,64,2001,5,13,0,7,0,0,1,NA
891,Au,5,65,1997,1,1,0.5,1,1.5,1,0,0
891,Au,5,65,1998,2,0.5,2.5,1.5,3.5,1,0,0
891,Au,5,65,1999,3,2.5,4.5,3.5,5.5,1,0,0
891,Au,5,65,2000,4,4.5,4,5.5,6,1,0,0
891,Au,5,65,2001,5,4,7.5,6,10,1,0,0
891,Au,5,65,2002,6,7.5,9.5,10,7,1,0,0
891,Au,5,65,2003,7,9.5,0,7,0,0,1,NA
892,Au,5,66,1997,1,1,0,1.5,0,0,0,0
893,Au,5,67,1997,1,1,0,2,0,0,0,0
894,Au,5,70,1997,1,0.5,0,0.5,0,0,0,0
895,Au,5,71,1997,1,0.5,0,0.5,0,0,0,0
896,Au,5,72,1997,1,1,1,2,1.5,1,0,0
896,Au,5,72,1998,2,1,2,1.5,4.5,1,0,0
896,Au,5,72,1999,3,2,2,4.5,1.5,1,0,0
896,Au,5,72,2000,4,2,0,1.5,0,0,0,0
897,Au,5,73,1997,1,1,0,1,0,0,0,0
898,Au,5,74,1997,1,1,0,0.5,0,0,0,0
899,Au,5,75,1997,1,1,0,1,0,0,0,0
900,Au,5,76,1997,1,1,0,1.5,0,0,0,0
901,Au,5,77,1997,1,1,2,2,3.5,1,0,0
901,Au,5,77,1998,2,2,3.5,3.5,6.5,1,0,0
901,Au,5,77,1999,3,3.5,6,6.5,8.5,1,0,0
901,Au,5,77,2000,4,6,3.5,8.5,5.5,1,0,0
901,Au,5,77,2001,5,3.5,4.5,5.5,6.5,1,0,0
901,Au,5,77,2002,6,4.5,4.5,6.5,8.5,1,0,0
901,Au,5,77,2003,7,4.5,4.5,8.5,5.5,1,0,0
901,Au,5,77,2004,8,4.5,0,5.5,0,0,0,0
902,Au,5,78,1997,1,1,0,1,0,0,0,0
903,Au,5,79,1997,1,1,0,1,0,0,0,0
904,Au,5,81,1997,1,0.5,0,0.5,0,0,0,0
905,Au,5,83,1997,1,1.5,1.5,1.5,2,1,0,0
905,Au,5,83,1998,2,1.5,2.5,2,4.5,1,0,0
905,Au,5,83,1999,3,2.5,5,4.5,5,1,0,0
905,Au,5,83,2000,4,5,4,5,4.5,1,0,0
905,Au,5,83,2001,5,4,7,4.5,7.5,1,0,0
905,Au,5,83,2002,6,7,7,7.5,13,1,0,0
905,Au,5,83,2003,7,7,7,13,8,1,0,0
905,Au,5,83,2004,8,7,0,8,0,0,1,NA
906,Au,5,85,1997,1,1.5,4,3,6,1,0,0
906,Au,5,85,1998,2,4,8.5,6,10,1,0,0
906,Au,5,85,1999,3,8.5,11,10,12,1,0,0
906,Au,5,85,2000,4,11,0,12,0,0,1,27
907,Au,5,87,1997,1,1,0.5,1,1.5,1,0,0
907,Au,5,87,1998,2,0.5,2,1.5,2,1,0,0
907,Au,5,87,1999,3,2,1,2,0.5,1,0,0
907,Au,5,87,2000,4,1,0,0.5,0,0,0,0
908,Au,5,88,1997,1,1.5,0,1.5,0,0,0,0
909,Au,5,89,1997,1,1,0,1,0,0,0,0
910,Au,5,90,1997,1,1,0,1,0,0,0,0
911,Au,5,91,1997,1,1,0.5,1,0.5,1,0,0
911,Au,5,91,1998,2,0.5,0,0.5,0,0,0,0
912,Au,5,92,1997,1,1,0,1,0,0,0,0
913,Au,5,93,1997,1,0.5,1,1,1,1,0,0
913,Au,5,93,1998,2,1,0,1,0,0,0,0
914,Au,5,94,1997,1,1,1,1,0.5,1,0,0
914,Au,5,94,1998,2,1,0.5,0.5,0.5,1,0,0
914,Au,5,94,1999,3,0.5,0,0.5,0,0,0,0
915,Au,5,95,1997,1,1,0.5,1,0.5,1,0,0
915,Au,5,95,1998,2,0.5,3,0.5,6.5,1,0,0
915,Au,5,95,1999,3,3,7,6.5,9.5,1,0,0
915,Au,5,95,2000,4,7,6,9.5,7.5,1,0,0
915,Au,5,95,2001,5,6,7.5,7.5,14,1,0,0
915,Au,5,95,2002,6,7.5,6,14,2.5,1,0,0
915,Au,5,95,2003,7,6,0,2.5,0,0,0,0
916,Au,5,96,1997,1,1,1,1,3,1,0,0
916,Au,5,96,1998,2,1,1,3,1,1,0,0
916,Au,5,96,1999,3,1,1.5,1,1.5,1,0,0
916,Au,5,96,2000,4,1.5,1,1.5,1,1,0,0
916,Au,5,96,2001,5,1,6.5,1,9,1,0,0
916,Au,5,96,2002,6,6.5,0,9,0,0,0,0
917,Au,5,97,1997,1,1,0,0.5,0,0,0,0
918,Au,5,98,1997,1,1,0.5,1.5,1.5,1,0,0
918,Au,5,98,1998,2,0.5,1.5,1.5,3.5,1,0,0
918,Au,5,98,1999,3,1.5,0,3.5,0,0,0,0
919,Au,5,99,1997,1,1,0,1.5,0,0,0,0
920,Au,5,100,1997,1,1,0.5,1.5,1.5,1,0,0
920,Au,5,100,1998,2,0.5,3,1.5,3.5,1,0,0
920,Au,5,100,1999,3,3,3,3.5,4,1,0,0
920,Au,5,100,2000,4,3,1.5,4,0.5,1,0,0
920,Au,5,100,2001,5,1.5,0,0.5,0,0,0,0
921,Au,5,101,1997,1,1,0,0.5,0,0,0,0
922,Au,5,104,1997,1,1.5,2,3,3.5,1,0,0
922,Au,5,104,1998,2,2,0,3.5,0,0,0,0
923,Au,5,105,1997,1,0.5,0.5,0.5,1,1,0,0
923,Au,5,105,1998,2,0.5,0,1,0,0,0,0
924,Au,5,106,1997,1,1,1,0.5,0.5,1,0,0
924,Au,5,106,1998,2,1,0,0.5,0,0,0,0
925,Au,5,108,1997,1,0.5,0,0.5,0,0,0,0
926,Au,5,109,1997,1,0.5,1,0.5,1.5,1,0,0
926,Au,5,109,1998,2,1,0,1.5,0,0,0,0
927,Au,5,110,1997,1,1,1,1,1.5,1,0,0
927,Au,5,110,1998,2,1,0,1.5,0,0,0,0
928,Au,5,111,1997,1,1,0,0.5,0,0,0,0
929,Au,5,113,1997,1,0.5,1.5,1.5,1.5,1,0,0
929,Au,5,113,1998,2,1.5,1,1.5,2.5,1,0,0
929,Au,5,113,1999,3,1,0,2.5,0,0,0,0
930,Au,5,115,1997,1,1,0.5,0.5,0.5,1,0,0
930,Au,5,115,1998,2,0.5,0,0.5,0,0,0,0
931,Au,5,118,1997,1,1,0,0.5,0,0,0,0
932,Au,5,120,1997,1,1,0,0.5,0,0,0,0
933,Au,5,121,1997,1,1,0,0.5,0,0,0,0
934,Au,5,122,1997,1,1,0,0.5,0,0,0,0
935,Au,5,127,1997,1,1,0,1,0,0,0,0
936,Au,5,128,1997,1,1,0,1,0,0,0,0
937,Au,5,129,1997,1,1,0,1,0,0,0,0
938,Au,5,132,1997,1,0.5,0,1,0,0,0,0
939,Au,5,134,1997,1,1,0,1,0,0,0,0
940,Au,5,135,1997,1,1,0,2,0,0,0,0
941,Au,5,137,1997,1,0.5,0,1.5,0,0,0,0
942,Au,5,138,1997,1,1.5,2,1,3,1,0,0
942,Au,5,138,1998,2,2,0,3,0,0,0,0
943,Au,5,139,1997,1,0.5,0,0.5,0,0,0,0
944,Au,5,141,1997,1,1,0,1,0,0,0,0
945,Au,5,142,1997,1,1,0,1.5,0,0,0,0
946,Au,5,143,1997,1,0.5,0,0.5,0,0,0,0
947,Au,5,144,1997,1,0.5,0,0.5,0,0,0,0
948,Au,5,145,1997,1,0.5,0,1,0,0,0,0
949,Au,5,146,1997,1,1,0,1,0,0,0,0
950,Au,5,147,1997,1,1,0,1,0,0,0,0
951,Au,5,148,1997,1,1.5,3.5,2.5,5.5,1,0,0
951,Au,5,148,1998,2,3.5,6,5.5,8,1,0,0
951,Au,5,148,1999,3,6,10,8,13,1,0,0
951,Au,5,148,2000,4,10,9,13,8.5,1,0,0
951,Au,5,148,2001,5,9,0,8.5,0,0,1,NA
952,Au,5,149,1997,1,1,0,1,0,0,0,0
953,Au,5,150,1997,1,1,0,2,0,0,0,0
954,Au,5,151,1997,1,1.5,0,2,0,0,0,0
955,Au,5,152,1997,1,1.5,0,0.5,0,0,0,0
956,Au,5,153,1997,1,1,0,2.5,0,0,0,0
957,Au,5,154,1997,1,0.5,0.5,1.5,1.5,1,0,0
957,Au,5,154,1998,2,0.5,0,1.5,0,0,0,0
958,Au,5,155,1997,1,NA,0,1,0,0,0,0
959,Au,5,156,1998,1,0.5,0,0.5,0,0,0,0
960,Au,5,158,1998,1,0.5,0,0.5,0,0,0,0
961,Au,5,159,1998,1,0.5,0,1,0,0,0,0
962,Au,5,160,1998,1,0.5,1,2,2,1,0,0
962,Au,5,160,1999,2,1,0,2,0,0,0,0
963,Au,5,161,1998,1,0.5,0.5,1,1.5,1,0,0
963,Au,5,161,1999,2,0.5,0.5,1.5,1.5,1,0,0
963,Au,5,161,2000,3,0.5,3.5,1.5,4.5,1,0,0
963,Au,5,161,2001,4,3.5,5,4.5,8,1,0,0
963,Au,5,161,2002,5,5,7,8,14,1,0,0
963,Au,5,161,2003,6,7,6,14,8,1,0,0
963,Au,5,161,2004,7,6,0,8,0,0,1,NA
964,Au,5,162,1998,1,0.5,0,1,0,0,0,0
965,Au,5,163,1998,1,0.5,1,1,1.5,1,0,0
965,Au,5,163,1999,2,1,2.5,1.5,4,1,0,0
965,Au,5,163,2000,3,2.5,4,4,4.5,1,0,0
965,Au,5,163,2001,4,4,5,4.5,10,1,0,0
965,Au,5,163,2002,5,5,5.5,10,12.5,1,0,0
965,Au,5,163,2003,6,5.5,0,12.5,0,0,0,0
966,Au,5,164,1998,1,0.5,1.5,1,3,1,0,0
966,Au,5,164,1999,2,1.5,3,3,5.5,1,0,0
966,Au,5,164,2000,3,3,4.5,5.5,5.5,1,0,0
966,Au,5,164,2001,4,4.5,7.5,5.5,13,1,0,0
966,Au,5,164,2002,5,7.5,13.5,13,12,1,0,0
966,Au,5,164,2003,6,13.5,0,12,0,0,1,NA
967,Au,5,166,1998,1,0.5,0.5,0.5,1,1,0,0
967,Au,5,166,1999,2,0.5,2,1,3,1,0,0
967,Au,5,166,2000,3,2,3.5,3,6,1,0,0
967,Au,5,166,2001,4,3.5,6,6,9.5,1,0,0
967,Au,5,166,2002,5,6,6,9.5,9,1,0,0
967,Au,5,166,2003,6,6,0,9,0,0,0,0
968,Au,5,167,1998,1,0.5,0,1,0,0,0,0
969,Au,5,175,1998,1,0.5,2.5,0.5,4,1,0,0
969,Au,5,175,1999,2,2.5,5.5,4,7,1,0,0
969,Au,5,175,2000,3,5.5,1.5,7,6.5,1,0,0
969,Au,5,175,2001,4,1.5,8,6.5,8,1,0,0
969,Au,5,175,2002,5,8,0,8,0,0,1,31
970,Au,5,176,1998,1,0.5,0,0.5,0,0,0,0
971,Au,5,177,1998,1,0.5,0,1.5,0,0,0,0
972,Au,5,179,1998,1,0.5,1.5,1.5,3,1,0,0
972,Au,5,179,1999,2,1.5,3.5,3,5.5,1,0,0
972,Au,5,179,2000,3,3.5,7,5.5,6,1,0,0
972,Au,5,179,2001,4,7,7,6,10,1,0,0
972,Au,5,179,2002,5,7,6,10,7,1,0,0
972,Au,5,179,2003,6,6,0,7,0,0,0,0
973,Au,5,182,1998,1,1,0,0.5,0,0,0,0
974,Au,5,184,1998,1,0.5,3,1.5,4.5,1,0,0
974,Au,5,184,1999,2,3,0,4.5,0,0,0,0
975,Au,5,188,1998,1,0.5,0.5,0.5,0.5,1,0,0
975,Au,5,188,1999,2,0.5,0,0.5,0,0,0,0
976,Au,5,189,1998,1,0.5,2,0.5,3,1,0,0
976,Au,5,189,1999,2,2,6,3,5,1,0,0
976,Au,5,189,2000,3,6,2.5,5,4,1,0,0
976,Au,5,189,2001,4,2.5,5.5,4,9,1,0,0
976,Au,5,189,2002,5,5.5,8,9,7,1,0,0
976,Au,5,189,2003,6,8,0,7,0,0,1,NA
977,Au,5,192,1998,1,0.5,1.5,0.5,2.5,1,0,0
977,Au,5,192,1999,2,1.5,3.5,2.5,4.5,1,0,0
977,Au,5,192,2000,3,3.5,2.5,4.5,3.5,1,0,0
977,Au,5,192,2001,4,2.5,3.5,3.5,6,1,0,0
977,Au,5,192,2002,5,3.5,5,6,9.5,1,0,0
977,Au,5,192,2003,6,5,5,9.5,6,1,0,0
977,Au,5,192,2004,7,5,0,6,0,0,1,NA
978,Au,5,194,1998,1,0.5,0,0.5,0,0,0,0
979,Au,5,196,1998,1,0.5,0,1,0,0,0,0
980,Au,5,199,1998,1,0.5,0,0.5,0,0,0,0
981,Au,5,203,1998,1,0.5,3,0.5,4,1,0,0
981,Au,5,203,1999,2,3,6,4,6.5,1,0,0
981,Au,5,203,2000,3,6,5,6.5,2,1,0,0
981,Au,5,203,2001,4,5,4.5,2,6,1,0,0
981,Au,5,203,2002,5,4.5,4.5,6,8,1,0,0
981,Au,5,203,2003,6,4.5,5,8,7,1,0,0
981,Au,5,203,2004,7,5,5,7,10.5,1,0,0
981,Au,5,203,2005,8,5,7.5,10.5,12,1,0,0
981,Au,5,203,2006,9,7.5,0,12,0,0,1,NA
982,Au,5,205,1998,1,0.5,0.5,1,2,1,0,0
982,Au,5,205,1999,2,0.5,0.5,2,0.5,1,0,0
982,Au,5,205,2000,3,0.5,0,0.5,0,0,0,0
983,Au,5,207,1998,1,0.5,0.5,2.5,0.5,1,0,0
983,Au,5,207,1999,2,0.5,1.5,0.5,1,1,0,0
983,Au,5,207,2000,3,1.5,3,1,3.5,1,0,0
983,Au,5,207,2001,4,3,7,3.5,12,1,0,0
983,Au,5,207,2002,5,7,8.5,12,13,1,0,0
983,Au,5,207,2003,6,8.5,0,13,0,0,1,NA
984,Au,5,208,1998,1,0.5,3,1,5,1,0,0
984,Au,5,208,1999,2,3,5.5,5,9.5,1,0,0
